Tanggal,Interval Mulai,Interval Selesai,t (interval),count,durasi aktif,lag1,lag2,lag3,lag4,lag5,lag6,avg30,avg60,delta1,label
2026-05-18 00:00:00,2026-05-18 10:56:10,2026-05-18 11:06:02,566,1,8.5,1,7,1,1,0,1,3,1.833,0,sedang
2026-05-18 00:00:00,2026-05-18 11:06:09,2026-05-18 11:16:02,567,1,8.4,1,1,7,1,1,0,1,2,0,sedang
2026-05-18 00:00:00,2026-05-18 11:16:13,2026-05-18 11:26:02,568,0,0,1,1,1,7,1,1,0.667,1.833,-1,rendah
2026-05-18 00:00:00,2026-05-18 11:26:11,2026-05-18 11:36:02,569,0,0,0,1,1,1,7,1,0.333,1.667,0,rendah
2026-05-18 00:00:00,2026-05-18 11:36:10,2026-05-18 11:46:03,570,1,8.5,0,0,1,1,1,7,0.333,0.667,1,sedang
2026-05-18 00:00:00,2026-05-18 12:38:44,2026-05-18 12:48:44,571,1,8.4,1,0,0,1,1,1,0.667,0.667,0,sedang
2026-05-18 00:00:00,2026-05-18 12:48:54,2026-05-18 12:58:44,572,1,8.5,1,1,0,0,1,1,1,0.667,0,sedang
2026-05-18 00:00:00,2026-05-18 12:58:51,2026-05-18 13:08:44,573,4,33.7,1,1,1,0,0,1,2,1.167,3,sedang
2026-05-18 00:00:00,2026-05-18 13:08:55,2026-05-18 13:18:44,574,0,0,4,1,1,1,0,0,1.667,1.167,-4,rendah
2026-05-18 00:00:00,2026-05-18 13:18:58,2026-05-18 13:28:44,575,0,0,0,4,1,1,1,0,1.333,1.167,0,rendah
2026-05-18 00:00:00,2026-05-18 13:28:55,2026-05-18 13:38:44,576,0,0,0,0,4,1,1,1,0,1,0,rendah
2026-05-18 00:00:00,2026-05-18 13:38:56,2026-05-18 13:48:45,577,0,0,0,0,0,4,1,1,0,0.833,0,rendah
2026-05-18 00:00:00,2026-05-18 13:48:56,2026-05-18 13:58:45,578,0,0,0,0,0,0,4,1,0,0.667,0,rendah
2026-05-18 00:00:00,2026-05-18 13:58:58,2026-05-18 14:08:45,579,0,0,0,0,0,0,0,4,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 14:08:55,2026-05-18 14:18:45,580,1,8.5,0,0,0,0,0,0,0.333,0.167,1,sedang
2026-05-18 00:00:00,2026-05-18 14:18:56,2026-05-18 14:28:45,581,1,8.5,1,0,0,0,0,0,0.667,0.333,0,sedang
2026-05-18 00:00:00,2026-05-18 14:28:54,2026-05-18 14:38:45,582,0,0,1,1,0,0,0,0,0.667,0.333,-1,rendah
2026-05-18 00:00:00,2026-05-18 14:38:57,2026-05-18 14:48:45,583,0,0,0,1,1,0,0,0,0.333,0.333,0,rendah
2026-05-18 00:00:00,2026-05-18 14:48:54,2026-05-18 14:58:45,584,0,0,0,0,1,1,0,0,0,0.333,0,rendah
2026-05-18 00:00:00,2026-05-18 14:58:55,2026-05-18 15:08:45,585,0,0,0,0,0,1,1,0,0,0.333,0,rendah
2026-05-18 00:00:00,2026-05-18 15:08:56,2026-05-18 15:18:45,586,0,0,0,0,0,0,1,1,0,0.167,0,rendah
2026-05-18 00:00:00,2026-05-18 15:18:54,2026-05-18 15:28:45,587,0,0,0,0,0,0,0,1,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 15:28:59,2026-05-18 15:38:45,588,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 15:38:54,2026-05-18 15:48:45,589,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 15:48:56,2026-05-18 15:58:45,590,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 15:58:55,2026-05-18 16:08:45,591,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 16:08:53,2026-05-18 16:18:45,592,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 16:18:53,2026-05-18 16:28:45,593,1,8.5,0,0,0,0,0,0,0.333,0.167,1,sedang
2026-05-18 00:00:00,2026-05-18 16:28:52,2026-05-18 16:38:45,594,0,0,1,0,0,0,0,0,0.333,0.167,-1,rendah
2026-05-18 00:00:00,2026-05-18 16:38:56,2026-05-18 16:48:45,595,2,16.901,0,1,0,0,0,0,1,0.5,2,sedang
2026-05-18 00:00:00,2026-05-18 16:48:53,2026-05-18 16:58:45,596,6,50.7,2,0,1,0,0,0,2.667,1.5,4,tinggi
2026-05-18 00:00:00,2026-05-18 16:58:56,2026-05-18 17:08:45,597,5,42.301,6,2,0,1,0,0,4.333,2.333,-1,tinggi
2026-05-18 00:00:00,2026-05-18 17:08:53,2026-05-18 17:18:45,598,0,0,5,6,2,0,1,0,3.667,2.333,-5,rendah
2026-05-18 00:00:00,2026-05-18 17:18:55,2026-05-18 17:28:45,599,1,8.5,0,5,6,2,0,1,2,2.333,1,sedang
2026-05-18 00:00:00,2026-05-18 17:28:57,2026-05-18 17:38:45,600,4,33.6,1,0,5,6,2,0,1.667,3,3,sedang
2026-05-18 00:00:00,2026-05-18 17:38:58,2026-05-18 17:48:45,601,14,112.7,4,1,0,5,6,2,6.333,5,10,tinggi
2026-05-18 00:00:00,2026-05-18 17:48:52,2026-05-18 17:58:45,602,7,58.8,14,4,1,0,5,6,8.333,5.167,-7,tinggi
2026-05-18 00:00:00,2026-05-18 17:58:53,2026-05-18 18:08:45,603,0,0,7,14,4,1,0,5,7,4.333,-7,rendah
2026-05-18 00:00:00,2026-05-18 18:08:54,2026-05-18 18:18:45,604,1,8.4,0,7,14,4,1,0,2.667,4.5,1,sedang
2026-05-18 00:00:00,2026-05-18 18:18:53,2026-05-18 18:28:45,605,12,94.4,1,0,7,14,4,1,4.333,6.333,11,tinggi
2026-05-18 00:00:00,2026-05-18 18:28:56,2026-05-18 18:38:45,606,15,126.1,12,1,0,7,14,4,9.333,8.167,3,tinggi
2026-05-18 00:00:00,2026-05-18 18:38:52,2026-05-18 18:48:45,607,2,16.8,15,12,1,0,7,14,9.667,6.167,-13,sedang
2026-05-18 00:00:00,2026-05-18 18:48:57,2026-05-18 18:58:45,608,7,58.9,2,15,12,1,0,7,8,6.167,5,tinggi
2026-05-18 00:00:00,2026-05-18 18:58:54,2026-05-18 19:08:45,609,21,176.4,7,2,15,12,1,0,10,9.667,14,tinggi
2026-05-18 00:00:00,2026-05-18 19:08:52,2026-05-18 19:18:46,610,13,109.4,21,7,2,15,12,1,13.667,11.667,-8,tinggi
2026-05-18 00:00:00,2026-05-18 19:18:58,2026-05-18 19:28:46,611,7,58.9,13,21,7,2,15,12,13.667,10.833,-6,tinggi
2026-05-18 00:00:00,2026-05-18 19:28:54,2026-05-18 19:38:46,612,7,58.5,7,13,21,7,2,15,9,9.5,0,tinggi
2026-05-18 00:00:00,2026-05-18 19:39:32,2026-05-18 19:49:32,613,11,92.6,7,7,13,21,7,2,8.333,11,4,tinggi
2026-05-18 00:00:00,2026-05-18 19:49:49,2026-05-18 19:59:32,614,0,0,11,7,7,13,21,7,6,9.833,-11,rendah
2026-05-18 00:00:00,2026-05-18 19:59:49,2026-05-18 20:09:32,615,0,0,0,11,7,7,13,21,3.667,6.333,0,rendah
2026-05-18 00:00:00,2026-05-18 20:09:51,2026-05-18 20:19:32,616,0,0,0,0,11,7,7,13,0,4.167,0,rendah
2026-05-18 00:00:00,2026-05-18 20:19:53,2026-05-18 20:29:32,617,0,0,0,0,0,11,7,7,0,3,0,rendah
2026-05-18 00:00:00,2026-05-18 20:29:48,2026-05-18 20:39:32,618,0,0,0,0,0,0,11,7,0,1.833,0,rendah
2026-05-18 00:00:00,2026-05-18 20:39:49,2026-05-18 20:49:32,619,0,0,0,0,0,0,0,11,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 20:49:50,2026-05-18 20:59:32,620,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-18 00:00:00,2026-05-18 20:59:50,2026-05-18 21:09:32,621,9,76.2,0,0,0,0,0,0,3,1.5,9,tinggi
2026-05-18 00:00:00,2026-05-18 21:09:51,2026-05-18 21:19:32,622,0,0,9,0,0,0,0,0,3,1.5,-9,rendah
2026-05-18 00:00:00,2026-05-18 21:19:50,2026-05-18 21:29:32,623,3,25.3,0,9,0,0,0,0,4,2,3,sedang
2026-05-18 00:00:00,2026-05-18 21:29:54,2026-05-18 21:39:32,624,12,101.2,3,0,9,0,0,0,5,4,9,tinggi
2026-05-18 00:00:00,2026-05-18 21:39:54,2026-05-18 21:49:33,625,0,0,12,3,0,9,0,0,5,4,-12,rendah
2026-05-18 00:00:00,2026-05-18 21:49:50,2026-05-18 21:59:33,626,0,0,0,12,3,0,9,0,4,4,0,rendah
2026-05-18 00:00:00,2026-05-18 21:59:53,2026-05-18 22:09:33,627,6,50.8,0,0,12,3,0,9,2,3.5,6,tinggi
2026-05-18 00:00:00,2026-05-18 22:09:51,2026-05-18 22:19:33,628,1,2.8,6,0,0,12,3,0,2.333,3.667,-5,sedang
2026-05-18 00:00:00,2026-05-18 22:19:51,2026-05-18 22:29:33,629,1,8.501,1,6,0,0,12,3,2.667,3.333,0,sedang
2026-05-18 00:00:00,2026-05-18 22:29:53,2026-05-18 22:39:33,630,11,93.001,1,1,6,0,0,12,4.333,3.167,10,tinggi
2026-05-18 00:00:00,2026-05-18 22:39:50,2026-05-18 22:49:33,631,10,79.401,11,1,1,6,0,0,7.333,4.833,-1,tinggi
2026-05-18 00:00:00,2026-05-18 22:49:51,2026-05-18 22:59:33,632,6,50.6,10,11,1,1,6,0,9,5.833,-4,tinggi
2026-05-18 00:00:00,2026-05-18 22:59:49,2026-05-18 23:09:33,633,7,59.001,6,10,11,1,1,6,7.667,6,1,tinggi
2026-05-18 00:00:00,2026-05-18 23:09:55,2026-05-18 23:19:33,634,5,41.5,7,6,10,11,1,1,6,6.667,-2,tinggi
2026-05-18 00:00:00,2026-05-18 23:19:50,2026-05-18 23:29:33,635,3,25.5,5,7,6,10,11,1,5,7,-2,sedang
2026-05-18 00:00:00,2026-05-18 23:29:50,2026-05-18 23:39:33,636,8,61.6,3,5,7,6,10,11,5.333,6.5,5,tinggi
2026-05-18 00:00:00,2026-05-18 23:39:52,2026-05-18 23:49:33,637,2,17,8,3,5,7,6,10,4.333,5.167,-6,sedang
2026-05-18 00:00:00,2026-05-18 23:49:51,2026-05-18 23:59:33,638,0,0,2,8,3,5,7,6,3.333,4.167,-2,rendah
2026-05-18 00:00:00,2026-05-18 23:59:50,2026-05-19 00:09:33,639,0,0,0,2,8,3,5,7,0.667,3,0,rendah
2026-05-19 00:00:00,2026-05-19 00:09:51,2026-05-19 00:19:33,640,0,0,0,0,2,8,3,5,0,2.167,0,rendah
2026-05-19 00:00:00,2026-05-19 00:19:52,2026-05-19 00:29:33,641,0,0,0,0,0,2,8,3,0,1.667,0,rendah
2026-05-19 00:00:00,2026-05-19 00:29:51,2026-05-19 00:39:33,642,0,0,0,0,0,0,2,8,0,0.333,0,rendah
2026-05-19 00:00:00,2026-05-19 00:39:54,2026-05-19 00:49:33,643,0,0,0,0,0,0,0,2,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 00:49:52,2026-05-19 00:59:33,644,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 00:59:52,2026-05-19 01:09:33,645,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 01:09:53,2026-05-19 01:19:33,646,6,50.9,0,0,0,0,0,0,2,1,6,tinggi
2026-05-19 00:00:00,2026-05-19 01:19:58,2026-05-19 01:29:33,647,7,59.1,6,0,0,0,0,0,4.333,2.167,1,tinggi
2026-05-19 00:00:00,2026-05-19 01:29:51,2026-05-19 01:39:33,648,26,217.8,7,6,0,0,0,0,13,6.5,19,tinggi
2026-05-19 00:00:00,2026-05-19 01:39:53,2026-05-19 01:49:33,649,9,76,26,7,6,0,0,0,14,8,-17,tinggi
2026-05-19 00:00:00,2026-05-19 01:49:53,2026-05-19 01:59:34,650,19,154.2,9,26,7,6,0,0,18,11.167,10,tinggi
2026-05-19 00:00:00,2026-05-19 01:59:55,2026-05-19 02:09:34,651,20,167.9,19,9,26,7,6,0,16,14.5,1,tinggi
2026-05-19 00:00:00,2026-05-19 02:09:51,2026-05-19 02:19:34,652,8,67.8,20,19,9,26,7,6,15.667,14.833,-12,tinggi
2026-05-19 00:00:00,2026-05-19 02:19:50,2026-05-19 02:29:34,653,4,33.8,8,20,19,9,26,7,10.667,14.333,-4,sedang
2026-05-19 00:00:00,2026-05-19 02:29:55,2026-05-19 02:39:34,654,10,84.8,4,8,20,19,9,26,7.333,11.667,6,tinggi
2026-05-19 00:00:00,2026-05-19 02:39:53,2026-05-19 02:49:34,655,7,58.9,10,4,8,20,19,9,7,11.333,-3,tinggi
2026-05-19 00:00:00,2026-05-19 02:49:53,2026-05-19 02:59:34,656,0,0,7,10,4,8,20,19,5.667,8.167,-7,rendah
2026-05-19 00:00:00,2026-05-19 02:59:54,2026-05-19 03:09:34,657,0,0,0,7,10,4,8,20,2.333,4.833,0,rendah
2026-05-19 00:00:00,2026-05-19 03:09:52,2026-05-19 03:19:34,658,0,0,0,0,7,10,4,8,0,3.5,0,rendah
2026-05-19 00:00:00,2026-05-19 03:19:52,2026-05-19 03:29:34,659,0,0,0,0,0,7,10,4,0,2.833,0,rendah
2026-05-19 00:00:00,2026-05-19 03:29:52,2026-05-19 03:39:34,660,0,0,0,0,0,0,7,10,0,1.167,0,rendah
2026-05-19 00:00:00,2026-05-19 03:39:52,2026-05-19 03:49:34,661,0,0,0,0,0,0,0,7,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 03:49:54,2026-05-19 03:59:34,662,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 03:59:53,2026-05-19 04:09:34,663,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 04:09:54,2026-05-19 04:19:34,664,7,59.3,0,0,0,0,0,0,2.333,1.167,7,tinggi
2026-05-19 00:00:00,2026-05-19 04:19:52,2026-05-19 04:29:34,665,8,67.9,7,0,0,0,0,0,5,2.5,1,tinggi
2026-05-19 00:00:00,2026-05-19 04:29:56,2026-05-19 04:39:34,666,4,33.9,8,7,0,0,0,0,6.333,3.167,-4,sedang
2026-05-19 00:00:00,2026-05-19 04:39:54,2026-05-19 04:49:34,667,2,16.9,4,8,7,0,0,0,4.667,3.5,-2,sedang
2026-05-19 00:00:00,2026-05-19 04:49:57,2026-05-19 04:59:35,668,11,93.3,2,4,8,7,0,0,5.667,5.333,9,tinggi
2026-05-19 00:00:00,2026-05-19 04:59:53,2026-05-19 05:09:35,669,16,134.002,11,2,4,8,7,0,9.667,8,5,tinggi
2026-05-19 00:00:00,2026-05-19 05:09:55,2026-05-19 05:19:35,670,20,161.404,16,11,2,4,8,7,15.667,10.167,4,tinggi
2026-05-19 00:00:00,2026-05-19 05:19:55,2026-05-19 05:29:35,671,11,93,20,16,11,2,4,8,15.667,10.667,-9,tinggi
2026-05-19 00:00:00,2026-05-19 05:29:52,2026-05-19 05:39:35,672,12,101.4,11,20,16,11,2,4,14.333,12,1,tinggi
2026-05-19 00:00:00,2026-05-19 05:39:53,2026-05-19 05:49:35,673,10,84.7,12,11,20,16,11,2,11,13.333,-2,tinggi
2026-05-19 00:00:00,2026-05-19 05:49:53,2026-05-19 05:59:35,674,17,136.6,10,12,11,20,16,11,13,14.333,7,tinggi
2026-05-19 00:00:00,2026-05-19 05:59:52,2026-05-19 06:09:35,675,7,59.3,17,10,12,11,20,16,11.333,12.833,-10,tinggi
2026-05-19 00:00:00,2026-05-19 06:09:53,2026-05-19 06:19:35,676,0,0,7,17,10,12,11,20,8,9.5,-7,rendah
2026-05-19 00:00:00,2026-05-19 06:19:57,2026-05-19 06:29:35,677,0,0,0,7,17,10,12,11,2.333,7.667,0,rendah
2026-05-19 00:00:00,2026-05-19 06:29:53,2026-05-19 06:39:35,678,0,0,0,0,7,17,10,12,0,5.667,0,rendah
2026-05-19 00:00:00,2026-05-19 06:39:51,2026-05-19 06:49:35,679,0,0,0,0,0,7,17,10,0,4,0,rendah
2026-05-19 00:00:00,2026-05-19 06:49:53,2026-05-19 06:59:35,680,0,0,0,0,0,0,7,17,0,1.167,0,rendah
2026-05-19 00:00:00,2026-05-19 06:59:52,2026-05-19 07:09:35,681,0,0,0,0,0,0,0,7,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 07:09:52,2026-05-19 07:19:35,682,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 07:19:53,2026-05-19 07:29:35,683,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 07:29:54,2026-05-19 07:39:35,684,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 07:39:56,2026-05-19 07:49:36,685,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 07:49:57,2026-05-19 07:59:36,686,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 07:59:54,2026-05-19 08:09:36,687,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 08:09:56,2026-05-19 08:19:36,688,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 08:19:55,2026-05-19 08:29:36,689,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 08:29:53,2026-05-19 08:39:36,690,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 08:39:54,2026-05-19 08:49:36,691,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 08:49:53,2026-05-19 08:59:36,692,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 08:59:54,2026-05-19 09:09:36,693,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 09:09:54,2026-05-19 09:19:36,694,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 09:19:53,2026-05-19 09:29:36,695,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 09:29:53,2026-05-19 09:39:36,696,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 09:39:53,2026-05-19 09:49:36,697,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 09:49:54,2026-05-19 09:59:36,698,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 09:59:53,2026-05-19 10:09:36,699,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 10:09:54,2026-05-19 10:19:36,700,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 10:19:56,2026-05-19 10:29:36,701,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 10:29:57,2026-05-19 10:39:36,702,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 10:39:53,2026-05-19 10:49:37,703,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 10:49:54,2026-05-19 10:59:37,704,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 10:59:55,2026-05-19 11:09:37,705,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 11:09:56,2026-05-19 11:19:37,706,4,34,0,0,0,0,0,0,1.333,0.667,4,sedang
2026-05-19 00:00:00,2026-05-19 11:19:58,2026-05-19 11:29:37,707,0,0,4,0,0,0,0,0,1.333,0.667,-4,rendah
2026-05-19 00:00:00,2026-05-19 11:29:57,2026-05-19 11:39:37,708,6,51.2,0,4,0,0,0,0,3.333,1.667,6,tinggi
2026-05-19 00:00:00,2026-05-19 11:39:55,2026-05-19 11:49:37,709,11,93.603,6,0,4,0,0,0,5.667,3.5,5,tinggi
2026-05-19 00:00:00,2026-05-19 11:49:55,2026-05-19 11:59:37,710,23,192.306,11,6,0,4,0,0,13.333,7.333,12,tinggi
2026-05-19 00:00:00,2026-05-19 11:59:54,2026-05-19 12:09:37,711,14,110.801,23,11,6,0,4,0,16,9.667,-9,tinggi
2026-05-19 00:00:00,2026-05-19 12:09:53,2026-05-19 12:19:37,712,14,119.001,14,23,11,6,0,4,17,11.333,0,tinggi
2026-05-19 00:00:00,2026-05-19 12:19:58,2026-05-19 12:29:37,713,0,0,14,14,23,11,6,0,9.333,11.333,-14,rendah
2026-05-19 00:00:00,2026-05-19 12:29:55,2026-05-19 12:39:37,714,1,8.5,0,14,14,23,11,6,5,10.5,1,sedang
2026-05-19 00:00:00,2026-05-19 12:39:57,2026-05-19 12:49:37,715,1,8.6,1,0,14,14,23,11,0.667,8.833,0,sedang
2026-05-19 00:00:00,2026-05-19 12:49:56,2026-05-19 12:59:37,716,15,126.5,1,1,0,14,14,23,5.667,7.5,14,tinggi
2026-05-19 00:00:00,2026-05-19 12:59:56,2026-05-19 13:09:37,717,4,34,15,1,1,0,14,14,6.667,5.833,-11,sedang
2026-05-19 00:00:00,2026-05-19 13:09:56,2026-05-19 13:19:37,718,14,119,4,15,1,1,0,14,11,5.833,10,tinggi
2026-05-19 00:00:00,2026-05-19 13:20:00,2026-05-19 13:29:37,719,32,272.002,14,4,15,1,1,0,16.667,11.167,18,tinggi
2026-05-19 00:00:00,2026-05-19 13:29:59,2026-05-19 13:39:37,720,20,161.7,32,14,4,15,1,1,22,14.333,-12,tinggi
2026-05-19 00:00:00,2026-05-19 13:39:55,2026-05-19 13:49:37,721,0,0,20,32,14,4,15,1,17.333,14.167,-20,rendah
2026-05-19 00:00:00,2026-05-19 13:49:59,2026-05-19 13:59:38,722,0,0,0,20,32,14,4,15,6.667,11.667,0,rendah
2026-05-19 00:00:00,2026-05-19 13:59:56,2026-05-19 14:09:38,723,0,0,0,0,20,32,14,4,0,11,0,rendah
2026-05-19 00:00:00,2026-05-19 14:09:56,2026-05-19 14:19:38,724,15,127.7,0,0,0,20,32,14,5,11.167,15,tinggi
2026-05-19 00:00:00,2026-05-19 14:19:56,2026-05-19 14:29:38,725,13,102.4,15,0,0,0,20,32,9.333,8,-2,tinggi
2026-05-19 00:00:00,2026-05-19 14:29:55,2026-05-19 14:39:38,726,0,0,13,15,0,0,0,20,9.333,4.667,-13,rendah
2026-05-19 00:00:00,2026-05-19 14:39:58,2026-05-19 14:49:38,727,0,0,0,13,15,0,0,0,4.333,4.667,0,rendah
2026-05-19 00:00:00,2026-05-19 14:49:57,2026-05-19 14:59:38,728,0,0,0,0,13,15,0,0,0,4.667,0,rendah
2026-05-19 00:00:00,2026-05-19 15:00:00,2026-05-19 15:09:38,729,0,0,0,0,0,13,15,0,0,4.667,0,rendah
2026-05-19 00:00:00,2026-05-19 15:09:57,2026-05-19 15:19:38,730,0,0,0,0,0,0,13,15,0,2.167,0,rendah
2026-05-19 00:00:00,2026-05-19 15:19:57,2026-05-19 15:29:38,731,0,0,0,0,0,0,0,13,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 15:29:59,2026-05-19 15:39:38,732,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 15:39:59,2026-05-19 15:49:38,733,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 15:49:55,2026-05-19 15:59:38,734,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 16:00:01,2026-05-19 16:09:38,735,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 16:09:59,2026-05-19 16:19:38,736,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 16:19:58,2026-05-19 16:29:38,737,1,8.5,0,0,0,0,0,0,0.333,0.167,1,sedang
2026-05-19 00:00:00,2026-05-19 16:29:56,2026-05-19 16:39:38,738,0,0,1,0,0,0,0,0,0.333,0.167,-1,rendah
2026-05-19 00:00:00,2026-05-19 16:39:58,2026-05-19 16:49:38,739,0,0,0,1,0,0,0,0,0.333,0.167,0,rendah
2026-05-19 00:00:00,2026-05-19 16:49:55,2026-05-19 16:59:39,740,0,0,0,0,1,0,0,0,0,0.167,0,rendah
2026-05-19 00:00:00,2026-05-19 16:59:57,2026-05-19 17:09:39,741,0,0,0,0,0,1,0,0,0,0.167,0,rendah
2026-05-19 00:00:00,2026-05-19 17:09:57,2026-05-19 17:19:39,742,0,0,0,0,0,0,1,0,0,0.167,0,rendah
2026-05-19 00:00:00,2026-05-19 17:19:57,2026-05-19 17:29:39,743,0,0,0,0,0,0,0,1,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 17:29:59,2026-05-19 17:39:39,744,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 17:39:57,2026-05-19 17:49:39,745,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 17:49:56,2026-05-19 17:59:39,746,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 17:59:57,2026-05-19 18:09:39,747,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 18:09:59,2026-05-19 18:19:39,748,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 18:20:02,2026-05-19 18:29:39,749,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 18:30:00,2026-05-19 18:39:39,750,0,0,0,0,0,0,0,0,0,0,0,rendah
2026-05-19 00:00:00,2026-05-19 18:40:01,2026-05-19 18:49:39,751,3,25.802,0,0,0,0,0,0,1,0.5,3,sedang
2026-05-19 00:00:00,2026-05-19 18:49:56,2026-05-19 18:59:39,752,13,110.904,3,0,0,0,0,0,5.333,2.667,10,tinggi
2026-05-19 00:00:00,2026-05-19 19:00:02,2026-05-19 19:09:39,753,18,150.404,13,3,0,0,0,0,11.333,5.667,5,tinggi
2026-05-19 00:00:00,2026-05-19 19:10:02,2026-05-19 19:19:39,754,12,102.506,18,13,3,0,0,0,14.333,7.667,-6,tinggi
2026-05-19 00:00:00,2026-05-19 19:19:58,2026-05-19 19:29:39,755,0,0,12,18,13,3,0,0,10,7.667,-12,rendah
2026-05-19 00:00:00,2026-05-19 19:30:01,2026-05-19 19:39:39,756,14,119.505,0,12,18,13,3,0,8.667,10,14,tinggi
2026-05-19 00:00:00,2026-05-19 19:39:57,2026-05-19 19:49:39,757,6,43.9,14,0,12,18,13,3,6.667,10.5,-8,tinggi
2026-05-19 00:00:00,2026-05-19 19:50:01,2026-05-19 19:59:39,758,0,0,6,14,0,12,18,13,6.667,8.333,-6,rendah
2026-05-19 00:00:00,2026-05-19 19:59:58,2026-05-19 20:09:39,759,0,0,0,6,14,0,12,18,2,5.333,0,rendah
2026-05-19 00:00:00,2026-05-19 20:09:57,2026-05-19 20:19:40,760,0,0,0,0,6,14,0,12,0,3.333,0,rendah
2026-05-19 00:00:00,2026-05-19 20:20:01,2026-05-19 20:29:40,761,0,0,0,0,0,6,14,0,0,3.333,0,rendah
2026-05-19 00:00:00,2026-05-19 20:29:59,2026-05-19 20:39:40,762,9,76.7,0,0,0,0,6,14,3,2.5,9,tinggi
2026-05-19 00:00:00,2026-05-19 20:40:00,2026-05-19 20:49:40,763,0,0,9,0,0,0,0,6,3,1.5,-9,rendah
